,polarity,points-category
16423,0.2023,90-94
16424,0.2023,90-94
16425,0.5106,90-94
16426,0.0,90-94
16427,0.8658,90-94
16428,0.1027,90-94
16429,0.7269,90-94
16430,0.8807,90-94
16431,0.8689,90-94
16432,0.7351,90-94
16433,0.7506,90-94
16434,0.5574,90-94
16435,0.0,90-94
16436,0.5574,90-94
16437,0.7506,90-94
16438,0.5023,90-94
16439,0.4588,90-94
16440,0.5106,90-94
16441,0.7845,90-94
16442,0.9062,90-94
16443,0.8481,90-94
16444,0.8625,90-94
16445,0.0,90-94
16446,0.3818,90-94
16447,0.0,90-94
16448,0.6908,90-94
16449,0.926,90-94
16450,0.875,90-94
16451,0.7184,90-94
16452,0.4588,90-94
16453,0.0,90-94
16454,0.7645,90-94
16455,0.6597,90-94
16456,0.8591,90-94
16457,0.7501,90-94
16458,0.6249,90-94
16459,-0.2732,90-94
16460,0.4927,90-94
16461,0.0,90-94
16462,-0.25,90-94
16463,0.5859,90-94
16464,0.7178,90-94
16465,0.7096,90-94
16466,0.836,90-94
16467,0.8526,90-94
16468,0.8316,90-94
16469,0.4215,90-94
16470,-0.3459,90-94
16471,0.4019,90-94
16472,0.6486,90-94
16473,0.4404,90-94
16474,0.6124,90-94
16475,0.4767,90-94
16476,-0.1531,90-94
16477,0.6249,90-94
16478,0.765,90-94
16479,0.5267,90-94
16480,0.0,90-94
16481,0.7506,90-94
16482,0.9628,90-94
16483,0.8442,90-94
16484,0.743,90-94
16485,0.6486,90-94
16486,0.9568,90-94
16487,0.6705,90-94
16488,0.4404,90-94
16489,0.4404,90-94
16490,0.6597,90-94
16491,0.7845,90-94
16492,0.3818,90-94
16493,0.7717,90-94
16494,0.4877,90-94
16495,0.4215,90-94
16496,-0.4404,90-94
16497,0.7351,90-94
16498,0.6249,90-94
16499,0.5423,90-94
16500,0.34,90-94
16501,0.1621,90-94
16502,0.6266,90-94
16503,0.7275,90-94
16504,0.3182,90-94
16505,0.5319,90-94
16506,0.7506,90-94
16507,0.0,90-94
16508,0.8271,90-94
16509,0.918,90-94
16510,0.8955,90-94
16511,0.1406,90-94
16512,0.9159,90-94
16513,0.1531,90-94
16514,0.7964,90-94
16515,0.5574,90-94
16516,0.7759,90-94
16517,0.705,90-94
16518,0.0,90-94
16519,0.6908,90-94
16520,0.9648,90-94
16521,0.8859999999999999,90-94
16522,0.6808,90-94
16523,0.946,90-94
16524,0.34,90-94
16525,0.6705,90-94
16526,0.8979,90-94
16527,0.7269,90-94
16528,0.0,90-94
16529,0.7783,90-94
16530,0.8608,90-94
16531,0.4767,90-94
16532,0.6124,90-94
16533,0.4767,90-94
16534,0.5574,90-94
16535,0.5709,90-94
16536,0.4939,90-94
16537,0.9612,90-94
16538,0.8442,90-94
16539,0.8519,90-94
16540,0.0,90-94
16541,0.9233,90-94
16542,0.6705,90-94
16543,0.8126,90-94
16544,0.5574,90-94
16545,0.0,90-94
16546,0.9432,90-94
16547,0.5719,90-94
16548,0.5574,90-94
16549,0.7152,90-94
16550,0.872,90-94
16551,0.802,90-94
16552,-0.4767,90-94
16553,0.0,90-94
16554,0.846,90-94
16555,0.2732,90-94
16556,0.6808,90-94
16557,0.2023,90-94
16558,0.3818,90-94
16559,0.7184,90-94
16560,0.6369,90-94
16561,0.4939,90-94
16562,0.0,90-94
16563,0.0,90-94
16564,0.3818,90-94
16565,0.8442,90-94
16566,0.936,90-94
16567,0.7184,90-94
16568,0.0,90-94
16569,0.0258,90-94
16570,0.6908,90-94
16571,0.4939,90-94
16572,0.6369,90-94
16573,0.34,90-94
16574,0.2732,90-94
16575,0.9231,90-94
16576,0.1027,90-94
16577,0.9442,90-94
16578,0.8391,90-94
16579,0.9451,90-94
16580,0.6908,90-94
16581,0.3182,90-94
16582,0.8658,90-94
16583,0.4588,90-94
16584,-0.29600000000000004,90-94
16585,0.1779,90-94
16586,0.2263,90-94
16587,0.9163,90-94
16588,0.0,90-94
16589,0.7003,90-94
16590,0.7096,90-94
16591,0.5574,90-94
16592,0.7096,90-94
16593,0.3612,90-94
16594,0.7506,90-94
16595,0.25,90-94
16596,0.9001,90-94
16597,0.9799,90-94
16598,0.8271,90-94
16599,-0.5859,90-94
16600,0.8689,90-94
16601,0.9481,90-94
16602,0.1531,90-94
16603,0.0,90-94
16604,0.7096,90-94
16605,0.1531,90-94
16606,0.5719,90-94
16607,0.8074,90-94
16608,0.431,90-94
16609,0.6808,90-94
16610,0.9545,90-94
16611,0.8934,90-94
16612,0.8225,90-94
16613,0.5859,90-94
16614,0.0,90-94
16615,0.3182,90-94
16616,0.7845,90-94
16617,0.7783,90-94
16618,0.0516,90-94
16619,0.8176,90-94
16620,0.1027,90-94
16621,0.3493,90-94
16622,0.6597,90-94
16623,0.1531,90-94
16624,0.5859,90-94
16625,0.6808,90-94
16626,0.7579,90-94
16627,0.0772,90-94
16628,0.4404,90-94
16629,0.9286,90-94
16630,0.7178,90-94
16631,0.6486,90-94
16632,0.775,90-94
16633,0.8126,90-94
16634,0.6249,90-94
16635,0.3612,90-94
16636,0.4404,90-94
16637,0.2263,90-94
16638,0.9571,90-94
16639,0.7845,90-94
16640,0.0258,90-94
16641,0.5994,90-94
16642,0.8074,90-94
16643,0.7579,90-94
16644,-0.1027,90-94
16645,0.0352,90-94
16646,0.6908,90-94
16647,0.3182,90-94
16648,0.9711,90-94
16649,0.9001,90-94
16650,0.0935,90-94
16651,0.5719,90-94
16652,0.3612,90-94
16653,0.8225,90-94
16654,0.7184,90-94
16655,0.8481,90-94
16656,0.1531,90-94
16657,0.4019,90-94
16658,0.9387,90-94
16659,0.902,90-94
16660,0.4767,90-94
16661,0.4588,90-94
16662,0.8402,90-94
16663,0.4939,90-94
16664,0.8537,90-94
16665,0.29600000000000004,90-94
16666,-0.4404,90-94
16667,0.0258,90-94
16668,0.3102,90-94
16669,0.5859,90-94
16670,0.8316,90-94
16671,0.8126,90-94
16672,0.8999,90-94
16673,0.6901,90-94
16674,0.8955,90-94
16675,0.765,90-94
16676,0.3612,90-94
16677,0.7351,90-94
16678,0.908,90-94
16679,0.8885,90-94
16680,0.8834,90-94
16681,0.8779,90-94
16682,0.2846,90-94
16683,-0.4919,90-94
16684,0.8885,90-94
16685,0.9523,90-94
16686,0.2247,90-94
16687,0.2911,90-94
16688,-0.128,90-94
16689,0.8591,90-94
16690,0.8225,90-94
16691,0.4767,90-94
16692,0.7351,90-94
16693,0.7717,90-94
16694,0.5267,90-94
16695,0.7717,90-94
16696,0.9623,90-94
16697,0.6808,90-94
16698,0.0,90-94
16699,0.0,90-94
16700,0.848,90-94
16701,0.0,90-94
16702,0.8958,90-94
16703,0.6705,90-94
16704,-0.0772,90-94
16705,-0.25,90-94
16706,0.9118,90-94
16707,0.8555,90-94
16708,-0.6124,90-94
16709,0.9274,90-94
16710,0.8625,90-94
16711,0.0258,90-94
16712,0.5267,90-94
16713,0.0,90-94
16714,0.1779,90-94
16715,0.0,90-94
16716,0.6428,90-94
16717,0.4019,90-94
16718,0.7783,90-94
16719,0.7783,90-94
16720,0.743,90-94
16721,-0.0516,90-94
16722,0.5267,90-94
16723,0.575,90-94
16724,0.9001,90-94
16725,0.4276,90-94
16726,0.5719,90-94
16727,0.7783,90-94
16728,0.8126,90-94
16729,0.6249,90-94
16730,0.6705,90-94
16731,0.7845,90-94
16732,0.6124,90-94
16733,0.8176,90-94
16734,0.6908,90-94
16735,0.9201,90-94
16736,0.7436,90-94
16737,0.9403,90-94
16738,0.7845,90-94
16739,0.3818,90-94
16740,0.8957,90-94
16741,0.9216,90-94
16742,0.2732,90-94
16743,0.5994,90-94
16744,0.7906,90-94
16745,-0.2846,90-94
16746,0.7184,90-94
16747,0.8591,90-94
16748,0.7717,90-94
16749,0.2023,90-94
16750,0.6486,90-94
16751,0.8439,90-94
16752,0.7128,90-94
16753,0.802,90-94
16754,0.0,90-94
16755,0.8439,90-94
16756,0.4939,90-94
16757,0.9612,90-94
16758,0.765,90-94
16759,0.9076,90-94
16760,0.8591,90-94
16761,0.5413,90-94
16762,0.8412,90-94
16763,0.8176,90-94
16764,0.8,90-94
16765,0.8225,90-94
16766,0.8772,90-94
16767,0.0,90-94
16768,0.7506,90-94
16769,0.1779,90-94
16770,0.5927,90-94
16771,0.6369,90-94
16772,0.0,90-94
16773,0.2023,90-94
16774,0.4767,90-94
16775,0.7935,90-94
16776,0.8271,90-94
16777,0.4767,90-94
16778,0.9153,90-94
16779,0.7506,90-94
16780,0.775,90-94
16781,0.9492,90-94
16782,0.91,90-94
16783,0.6908,90-94
16784,0.5789,90-94
16785,0.5106,90-94
16786,-0.3941,90-94
16787,0.8834,90-94
16788,0.7096,90-94
16789,0.9161,90-94
16790,0.8402,90-94
16791,0.5859,90-94
16792,0.7506,90-94
16793,0.8047,90-94
16794,0.8687,90-94
16795,0.6369,90-94
16796,0.7269,90-94
16797,0.5834,90-94
16798,0.3182,90-94
16799,0.4019,90-94
16800,0.5106,90-94
16801,0.6444,90-94
16802,0.2263,90-94
16803,0.4404,90-94
16804,0.6597,90-94
16805,0.0,90-94
16806,0.8705,90-94
16807,0.8807,90-94
16808,-0.0258,90-94
16809,0.7269,90-94
16810,0.5927,90-94
16811,-0.4215,90-94
16812,0.8074,90-94
16813,0.7579,90-94
16814,0.2023,90-94
16815,0.6808,90-94
16816,0.0,90-94
16817,-0.29600000000000004,90-94
16818,0.8305,90-94
16819,0.9559,90-94
16820,0.8316,90-94
16821,0.7003,90-94
16822,0.8555,90-94
16823,0.9414,90-94
16824,0.3182,90-94
16825,0.3182,90-94
16826,0.34,90-94
16827,0.0,90-94
16828,0.9393,90-94
16829,0.7783,90-94
16830,0.431,90-94
16831,0.5267,90-94
16832,0.7351,90-94
16833,0.5994,90-94
16834,0.6927,90-94
16835,0.5859,90-94
16836,0.2263,90-94
16837,-0.4215,90-94
16838,0.3167,90-94
16839,0.0,90-94
16840,0.7906,90-94
16841,0.8859999999999999,90-94
16842,0.4404,90-94
16843,0.5423,90-94
16844,0.8957,90-94
16845,0.7783,90-94
16846,0.2374,90-94
16847,0.926,90-94
16848,0.9021,90-94
16849,0.946,90-94
16850,0.4939,90-94
16851,0.3506,90-94
16852,0.4497,90-94
16853,-0.3182,90-94
16854,0.4588,90-94
16855,0.9543,90-94
16856,-0.4023,90-94
16857,0.8807,90-94
16858,0.875,90-94
16859,0.0,90-94
16860,0.743,90-94
16861,0.6908,90-94
16862,0.6369,90-94
16863,0.5994,90-94
16864,0.802,90-94
16865,0.4404,90-94
16866,0.8442,90-94
16867,0.6705,90-94
16868,0.8176,90-94
16869,0.8074,90-94
16870,0.5859,90-94
16871,0.8621,90-94
16872,0.7354,90-94
16873,0.5106,90-94
16874,0.7783,90-94
16875,0.8834,90-94
16876,0.9022,90-94
16877,0.7783,90-94
16878,0.679,90-94
16879,0.8678,90-94
16880,0.0,90-94
16881,0.1779,90-94
16882,0.7391,90-94
16883,0.7906,90-94
16884,0.8625,90-94
16885,0.743,90-94
16886,0.8402,90-94
16887,0.5719,90-94
16888,0.4404,90-94
16889,0.128,90-94
16890,0.6124,90-94
16891,0.8316,90-94
16892,0.7579,90-94
16893,0.0258,90-94
16894,0.2023,90-94
16895,0.9485,90-94
16896,0.1154,90-94
16897,0.4767,90-94
16898,0.0,90-94
16899,0.5112,90-94
16900,-0.2263,90-94
16901,-0.34,90-94
16902,0.6808,90-94
16903,0.9095,90-94
16904,0.0,90-94
16905,0.128,90-94
16906,0.6124,90-94
16907,0.2732,90-94
16908,0.34,90-94
16909,0.5859,90-94
16910,0.1779,90-94
16911,0.0,90-94
16912,0.0,90-94
16913,-0.4215,90-94
16914,0.0,90-94
16915,0.5171,90-94
16916,0.8061,90-94
16917,0.6565,90-94
16918,0.25,90-94
16919,0.4767,90-94
16920,0.872,90-94
16921,0.946,90-94
16922,0.128,90-94
16923,0.9062,90-94
16924,0.7269,90-94
16925,0.7184,90-94
16926,0.3804,90-94
16927,0.7579,90-94
16928,0.7351,90-94
16929,0.8827,90-94
16930,-0.2023,90-94
16931,0.5574,90-94
16932,0.8074,90-94
16933,0.5267,90-94
16934,0.0,90-94
16935,0.34,90-94
16936,0.8735,90-94
16937,0.8316,90-94
16938,0.0,90-94
16939,0.3167,90-94
16940,0.5106,90-94
16941,0.7947,90-94
16942,0.29600000000000004,90-94
16943,0.6808,90-94
16944,0.0,90-94
16945,0.3182,90-94
16946,0.8622,90-94
16947,0.1531,90-94
16948,0.743,90-94
16949,0.8859999999999999,90-94
16950,0.9235,90-94
16951,0.4019,90-94
16952,0.4404,90-94
16953,0.8193,90-94
16954,0.5719,90-94
16955,0.7469,90-94
16956,0.8176,90-94
16957,0.6573,90-94
16958,0.6808,90-94
16959,0.7096,90-94
16960,0.7906,90-94
16961,0.0,90-94
16962,0.743,90-94
16963,0.8689,90-94
16964,0.5106,90-94
16965,0.0,90-94
16966,0.4588,90-94
16967,0.0,90-94
16968,0.8251,90-94
16969,0.8807,90-94
16970,0.4215,90-94
16971,0.8173,90-94
16972,0.9287,90-94
16973,0.1531,90-94
16974,0.0,90-94
16975,0.0,90-94
16976,0.1406,90-94
16977,0.9432,90-94
16978,0.7902,90-94
16979,0.29600000000000004,90-94
16980,-0.0258,90-94
16981,0.9433,90-94
16982,0.5859,90-94
16983,0.4767,90-94
16984,0.5574,90-94
16985,0.9402,90-94
16986,-0.1531,90-94
16987,0.7992,90-94
16988,0.8294,90-94
16989,0.4588,90-94
16990,0.5574,90-94
16991,0.2263,90-94
16992,0.6597,90-94
16993,0.7783,90-94
16994,0.8271,90-94
16995,0.7927,90-94
16996,0.2732,90-94
16997,0.0,90-94
16998,0.4404,90-94
16999,0.6908,90-94
17000,0.4215,90-94
17001,0.0,90-94
17002,0.765,90-94
17003,0.5719,90-94
17004,0.8225,90-94
17005,0.8316,90-94
17006,0.5574,90-94
17007,0.4404,90-94
17008,-0.2023,90-94
17009,-0.2846,90-94
17010,0.7783,90-94
17011,0.0,90-94
17012,0.4939,90-94
17013,0.9007,90-94
17014,0.8074,90-94
17015,0.9001,90-94
17016,0.29600000000000004,90-94
17017,0.6705,90-94
17018,0.6249,90-94
17019,0.4019,90-94
17020,0.0,90-94
17021,0.7906,90-94
17022,0.5719,90-94
17023,0.8225,90-94
17024,0.8658,90-94
17025,0.4927,90-94
17026,0.7351,90-94
17027,0.7351,90-94
17028,0.8591,90-94
17029,0.9022,90-94
17030,0.6808,90-94
17031,0.5574,90-94
17032,0.3612,90-94
17033,0.5994,90-94
17034,0.9557,90-94
17035,0.6597,90-94
17036,0.5267,90-94
17037,0.7906,90-94
17038,0.0,90-94
17039,0.0,90-94
17040,0.0,90-94
17041,0.5574,90-94
17042,0.8074,90-94
17043,0.8516,90-94
17044,0.7845,90-94
17045,0.5574,90-94
17046,0.8908,90-94
17047,0.6908,90-94
17048,0.3818,90-94
17049,0.3356,90-94
17050,0.9325,90-94
17051,0.7579,90-94
17052,0.8402,90-94
17053,0.5574,90-94
17054,0.5267,90-94
17055,0.4215,90-94
17056,0.4228,90-94
17057,0.3182,90-94
17058,0.5423,90-94
17059,0.8006,90-94
17060,0.3818,90-94
17061,0.5719,90-94
17062,0.3182,90-94
17063,0.6124,90-94
17064,0.5023,90-94
17065,0.8999,90-94
17066,0.8555,90-94
17067,0.8316,90-94
17068,0.9165,90-94
17069,0.7845,90-94
17070,0.967,90-94
17071,0.7184,90-94
17072,0.4588,90-94
17073,0.0,90-94
17074,0.9313,90-94
17075,0.8462,90-94
17076,0.8235,90-94
17077,0.8225,90-94
17078,0.8951,90-94
17079,0.6597,90-94
17080,0.5719,90-94
17081,0.6486,90-94
17082,0.3818,90-94
17083,0.8641,90-94
17084,0.0,90-94
17085,0.1655,90-94
17086,0.4939,90-94
17087,0.802,90-94
17088,0.8176,90-94
17089,0.5719,90-94
17090,0.7411,90-94
17091,-0.0644,90-94
17092,0.5849,90-94
17093,0.3612,90-94
17094,-0.128,90-94
17095,-0.1779,90-94
17096,0.7264,90-94
17097,0.0516,90-94
17098,0.8016,90-94
17099,0.0,90-94
17100,0.7841,90-94
17101,0.875,90-94
17102,0.1531,90-94
17103,0.6369,90-94
17104,0.7269,90-94
17105,0.8519,90-94
17106,-0.4939,90-94
17107,0.0772,90-94
17108,0.6369,90-94
17109,0.7778,90-94
17110,0.4215,90-94
17111,0.7269,90-94
17112,0.875,90-94
17113,0.0,90-94
17114,0.4497,90-94
17115,-0.4497,90-94
17116,0.0,90-94
17117,0.6369,90-94
17118,0.6369,90-94
17119,0.4019,90-94
17120,0.7184,90-94
17121,0.9022,90-94
17122,0.9136,90-94
17123,0.7501,90-94
17124,0.4588,90-94
17125,0.5719,90-94
17126,0.7033,90-94
17127,0.3182,90-94
17128,0.3818,90-94
17129,0.4019,90-94
17130,0.4939,90-94
17131,0.8834,90-94
17132,0.9062,90-94
17133,0.7269,90-94
17134,0.7184,90-94
17135,0.7906,90-94
17136,0.2846,90-94
17137,0.4767,90-94
17138,0.7003,90-94
17139,0.3182,90-94
17140,0.9157,90-94
17141,0.872,90-94
17142,0.9197,90-94
17143,0.0,90-94
17144,0.1779,90-94
17145,0.29600000000000004,90-94
17146,0.7737,90-94
17147,0.7184,90-94
17148,0.4215,90-94
17149,0.9571,90-94
17150,-0.29600000000000004,90-94
17151,0.6249,90-94
17152,0.0,90-94
17153,0.6369,90-94
17154,0.0,90-94
17155,0.743,90-94
17156,0.0,90-94
17157,0.7351,90-94
17158,0.8316,90-94
17159,0.0,90-94
17160,0.9062,90-94
17161,0.2263,90-94
17162,0.9591,90-94
17163,0.8519,90-94
17164,0.0,90-94
17165,0.5994,90-94
17166,0.0,90-94
17167,0.8074,90-94
17168,0.5994,90-94
17169,0.0,90-94
17170,0.8555,90-94
17171,0.743,90-94
17172,0.5413,90-94
17173,0.7717,90-94
17174,0.0516,90-94
17175,0.9393,90-94
17176,0.765,90-94
17177,0.5106,90-94
17178,0.6908,90-94
17179,0.9413,90-94
17180,0.5994,90-94
17181,0.5719,90-94
17182,0.7003,90-94
17183,0.6369,90-94
17184,0.6597,90-94
17185,0.8591,90-94
17186,0.2263,90-94
17187,-0.0516,90-94
17188,0.0516,90-94
17189,0.3612,90-94
17190,0.6486,90-94
17191,0.5106,90-94
17192,0.0,90-94
17193,0.7579,90-94
17194,0.0,90-94
17195,0.6851,90-94
17196,-0.0772,90-94
17197,0.6597,90-94
17198,-0.3182,90-94
17199,0.0,90-94
17200,0.6124,90-94
17201,0.8625,90-94
17202,0.4588,90-94
17203,0.91,90-94
17204,0.4497,90-94
17205,0.6124,90-94
17206,0.8402,90-94
17207,0.0,90-94
17208,-0.34,90-94
17209,0.8068,90-94
17210,0.0,90-94
17211,0.0,90-94
17212,0.2732,90-94
17213,0.3182,90-94
17214,0.3818,90-94
17215,0.7351,90-94
17216,0.8934,90-94
17217,0.7351,90-94
17218,-0.128,90-94
17219,0.6124,90-94
17220,0.7269,90-94
17221,0.7003,90-94
17222,-0.2144,90-94
17223,0.6808,90-94
17224,0.6369,90-94
17225,0.875,90-94
17226,-0.29600000000000004,90-94
17227,0.5574,90-94
17228,0.6597,90-94
17229,0.6249,90-94
17230,-0.4767,90-94
17231,0.8779,90-94
17232,0.9033,90-94
17233,0.8074,90-94
17234,0.5574,90-94
17235,0.7184,90-94
17236,0.9587,90-94
17237,0.7579,90-94
17238,0.6705,90-94
17239,0.4118,90-94
17240,0.6486,90-94
17241,0.4767,90-94
17242,0.6705,90-94
17243,0.7717,90-94
17244,0.4404,90-94
17245,0.6369,90-94
17246,0.6249,90-94
17247,0.5574,90-94
17248,0.6808,90-94
17249,0.7096,90-94
17250,0.657,90-94
17251,0.8201,90-94
17252,0.7184,90-94
17253,0.3818,90-94
17254,0.7506,90-94
17255,0.7717,90-94
17256,0.0516,90-94
17257,0.5574,90-94
17258,0.4404,90-94
17259,0.8909999999999999,90-94
17260,0.0,90-94
17261,0.4588,90-94
17262,0.5106,90-94
17263,0.743,90-94
17264,0.4404,90-94
17265,-0.4939,90-94
17266,0.7351,90-94
17267,0.4404,90-94
17268,0.8491,90-94
17269,0.9667,90-94
17270,0.3832,90-94
17271,0.3612,90-94
17272,0.9325,90-94
17273,0.7906,90-94
17274,0.9325,90-94
17275,0.6369,90-94
17276,-0.2589,90-94
17277,0.4404,90-94
17278,0.8805,90-94
17279,-0.0485,90-94
17280,0.0,90-94
17281,0.5859,90-94
17282,0.0,90-94
17283,0.8779,90-94
17284,0.9371,90-94
17285,0.0,90-94
17286,0.2936,90-94
17287,0.0,90-94
17288,0.7192,90-94
17289,0.9186,90-94
17290,0.6124,90-94
17291,0.0,90-94
17292,0.6908,90-94
17293,0.775,90-94
17294,0.8807,90-94
17295,0.8402,90-94
17296,-0.4215,90-94
17297,0.3612,90-94
17298,-0.2732,90-94
17299,0.4939,90-94
17300,0.6705,90-94
17301,-0.0202,90-94
17302,-0.3182,90-94
17303,0.8689,90-94
17304,0.8176,90-94
17305,-0.3182,90-94
17306,0.25,90-94
17307,0.5267,90-94
17308,0.7269,90-94
17309,0.6705,90-94
17310,0.9086,90-94
17311,0.4336,90-94
17312,0.9173,90-94
17313,0.2023,90-94
17314,0.836,90-94
17315,0.8832,90-94
17316,0.3612,90-94
17317,0.9382,90-94
17318,0.7172,90-94
17319,0.4215,90-94
17320,0.6652,90-94
17321,0.7783,90-94
17322,0.4939,90-94
17323,0.7269,90-94
17324,0.0,90-94
17325,0.0,90-94
17326,0.6908,90-94
17327,0.7717,90-94
17328,0.3818,90-94
17329,0.4939,90-94
17330,0.5574,90-94
17331,0.836,90-94
17332,0.6808,90-94
17333,0.8271,90-94
17334,0.657,90-94
17335,0.0,90-94
17336,0.5994,90-94
17337,0.8292,90-94
17338,0.5994,90-94
17339,0.7684,90-94
17340,0.4588,90-94
17341,0.6858,90-94
17342,0.7506,90-94
17343,0.7717,90-94
17344,0.4939,90-94
17345,0.4939,90-94
17346,0.7582,90-94
17347,0.4588,90-94
17348,0.0,90-94
17349,0.9165,90-94
17350,0.5106,90-94
17351,0.6428,90-94
17352,0.6908,90-94
17353,0.9136,90-94
17354,0.5423,90-94
17355,0.0,90-94
17356,0.8271,90-94
17357,0.9042,90-94
17358,0.7184,90-94
17359,0.5267,90-94
17360,0.34,90-94
17361,0.743,90-94
17362,0.7845,90-94
17363,0.9515,90-94
17364,0.4215,90-94
17365,0.5176,90-94
17366,0.0,90-94
17367,0.5106,90-94
17368,0.7184,90-94
17369,0.6597,90-94
17370,0.8248,90-94
17371,0.7096,90-94
17372,0.5574,90-94
17373,0.7506,90-94
17374,0.6486,90-94
17375,0.7184,90-94
17376,0.3818,90-94
17377,0.7096,90-94
17378,0.7184,90-94
17379,0.8807,90-94
17380,0.7845,90-94
17381,0.9186,90-94
17382,0.5499,90-94
17383,0.0,90-94
17384,0.5267,90-94
17385,0.5574,90-94
17386,0.8625,90-94
17387,0.9559,90-94
17388,0.0,90-94
17389,0.6908,90-94
17390,0.4767,90-94
17391,0.836,90-94
17392,-0.1511,90-94
17393,0.8957,90-94
17394,0.8126,90-94
17395,0.7845,90-94
17396,0.8085,90-94
17397,0.9369,90-94
17398,0.5719,90-94
17399,0.8735,90-94
17400,0.5423,90-94
17401,0.2846,90-94
17402,0.4019,90-94
17403,0.4939,90-94
17404,0.8074,90-94
17405,0.4404,90-94
17406,0.7579,90-94
17407,0.3182,90-94
17408,0.5267,90-94
17409,0.4019,90-94
17410,0.6808,90-94
17411,0.4404,90-94
17412,0.8765,90-94
17413,0.7717,90-94
17414,0.34,90-94
17415,0.9042,90-94
17416,0.5106,90-94
17417,0.8546,90-94
17418,-0.3818,90-94
17419,0.743,90-94
17420,0.6486,90-94
17421,0.7964,90-94
17422,0.8689,90-94
17423,0.4215,90-94
17424,0.34,90-94
17425,0.85,90-94
17426,0.9397,90-94
17427,0.5267,90-94
17428,0.0258,90-94
17429,0.8807,90-94
17430,0.0,90-94
17431,0.6908,90-94
17432,0.0,90-94
17433,0.765,90-94
17434,0.5709,90-94
17435,0.5859,90-94
17436,0.1531,90-94
17437,0.4497,90-94
17438,0.7734,90-94
17439,0.5574,90-94
17440,0.5574,90-94
17441,0.4767,90-94
17442,0.34,90-94
17443,0.9588,90-94
17444,0.4404,90-94
17445,0.4939,90-94
17446,0.6124,90-94
17447,0.0,90-94
17448,0.4404,90-94
17449,0.4588,90-94
17450,0.5859,90-94
17451,0.5859,90-94
17452,0.9231,90-94
17453,0.9144,90-94
17454,0.8885,90-94
17455,0.6557,90-94
17456,0.2023,90-94
17457,0.9231,90-94
17458,0.9201,90-94
17459,0.6705,90-94
17460,0.8164,90-94
17461,0.7717,90-94
17462,0.8807,90-94
17463,0.8271,90-94
17464,0.7906,90-94
17465,0.765,90-94
17466,0.8225,90-94
17467,0.7311,90-94
17468,0.8834,90-94
17469,0.9274,90-94
17470,0.9382,90-94
17471,0.936,90-94
17472,0.8402,90-94
17473,0.9287,90-94
17474,0.3651,90-94
17475,0.9001,90-94
17476,0.2878,90-94
17477,0.9382,90-94
17478,0.8271,90-94
17479,0.5574,90-94
17480,0.9144,90-94
17481,0.7579,90-94
17482,0.5187,90-94
17483,-0.4404,90-94
17484,0.5106,90-94
17485,0.8399,90-94
17486,0.882,90-94
17487,0.7814,90-94
17488,0.0,90-94
17489,0.8999,90-94
17490,0.9249,90-94
17491,0.9169,90-94
17492,0.7783,90-94
17493,0.8996,90-94
17494,0.8922,90-94
17495,0.3818,90-94
17496,0.9183,90-94
17497,-0.3182,90-94
17498,0.7089,90-94
17499,0.8044,90-94
17500,0.0,90-94
17501,0.8807,90-94
17502,0.6433,90-94
17503,0.9529,90-94
17504,0.8859999999999999,90-94
17505,0.8738,90-94
17506,0.0,90-94
17507,0.7845,90-94
17508,0.9313,90-94
17509,0.0,90-94
17510,0.9637,90-94
17511,0.5574,90-94
17512,0.4215,90-94
17513,0.5574,90-94
17514,0.0,90-94
17515,0.0,90-94
17516,0.4019,90-94
17517,0.6904,90-94
17518,0.3182,90-94
17519,0.9186,90-94
17520,0.7184,90-94
17521,0.9513,90-94
17522,0.5719,90-94
17523,0.9822,90-94
17524,0.8655,90-94
17525,0.2732,90-94
17526,0.5106,90-94
17527,0.128,90-94
17528,0.5423,90-94
17529,0.8225,90-94
17530,0.1406,90-94
17531,0.8402,90-94
17532,0.0,90-94
17533,0.8859999999999999,90-94
17534,0.4754,90-94
17535,0.8225,90-94
17536,0.4767,90-94
17537,0.5899,90-94
17538,0.0,90-94
17539,0.9287,90-94
17540,0.3818,90-94
17541,0.0,90-94
17542,0.4215,90-94
17543,0.7269,90-94
17544,0.4019,90-94
17545,0.0,90-94
17546,0.8225,90-94
17547,0.7579,90-94
17548,0.7574,90-94
17549,0.0,90-94
17550,0.8807,90-94
17551,0.899,90-94
17552,0.25,90-94
17553,0.8126,90-94
17554,0.6908,90-94
17555,0.6369,90-94
17556,0.0772,90-94
17557,0.0,90-94
17558,0.743,90-94
17559,0.8422,90-94
17560,0.0,90-94
17561,0.3818,90-94
17562,0.0516,90-94
17563,0.3818,90-94
17564,0.6369,90-94
17565,0.0,90-94
17566,0.0,90-94
17567,0.0,90-94
17568,0.9001,90-94
17569,0.7003,90-94
17570,0.7783,90-94
17571,0.9201,90-94
17572,0.9136,90-94
17573,0.0129,90-94
17574,0.5095,90-94
17575,0.875,90-94
17576,0.8625,90-94
17577,0.5574,90-94
17578,0.624,90-94
17579,0.6597,90-94
17580,0.7172,90-94
17581,0.6369,90-94
17582,0.29600000000000004,90-94
17583,0.1531,90-94
17584,-0.3182,90-94
17585,0.0258,90-94
17586,0.7783,90-94
17587,0.0,90-94
17588,0.0,90-94
17589,0.4939,90-94
17590,0.8176,90-94
17591,0.9076,90-94
17592,0.7876,90-94
17593,0.765,90-94
17594,0.8555,90-94
