,polarity,points-category
7217,0.7906,85-89
7218,0.2263,85-89
7219,0.4404,85-89
7220,0.6908,85-89
7221,0.7003,85-89
7222,0.6597,85-89
7223,0.2732,85-89
7224,0.802,85-89
7225,0.5719,85-89
7226,0.8625,85-89
7227,0.5574,85-89
7228,0.8047,85-89
7229,-0.743,85-89
7230,0.7717,85-89
7231,0.7964,85-89
7232,0.2732,85-89
7233,-0.0772,85-89
7234,0.2144,85-89
7235,0.7096,85-89
7236,0.9062,85-89
7237,-0.2263,85-89
7238,0.6808,85-89
7239,0.5789,85-89
7240,0.5574,85-89
7241,0.3506,85-89
7242,0.0,85-89
7243,0.7003,85-89
7244,0.4588,85-89
7245,0.0,85-89
7246,0.0,85-89
7247,0.2263,85-89
7248,-0.1027,85-89
7249,0.7184,85-89
7250,0.25,85-89
7251,0.0,85-89
7252,0.0,85-89
7253,0.6361,85-89
7254,0.3612,85-89
7255,0.0772,85-89
7256,0.836,85-89
7257,0.8519,85-89
7258,0.6908,85-89
7259,-0.128,85-89
7260,0.0,85-89
7261,-0.128,85-89
7262,0.1531,85-89
7263,0.8381,85-89
7264,0.8519,85-89
7265,0.6124,85-89
7266,0.6164,85-89
7267,0.5267,85-89
7268,0.0,85-89
7269,0.5719,85-89
7270,0.1531,85-89
7271,0.8316,85-89
7272,0.5927,85-89
7273,0.5574,85-89
7274,0.34,85-89
7275,-0.1566,85-89
7276,0.4767,85-89
7277,0.2023,85-89
7278,0.6757,85-89
7279,0.6187,85-89
7280,0.9387,85-89
7281,0.0,85-89
7282,0.7579,85-89
7283,0.765,85-89
7284,0.35200000000000004,85-89
7285,0.0,85-89
7286,0.7003,85-89
7287,0.5994,85-89
7288,0.0,85-89
7289,0.7845,85-89
7290,0.9055,85-89
7291,0.4939,85-89
7292,0.2732,85-89
7293,0.0,85-89
7294,0.8402,85-89
7295,0.5279,85-89
7296,-0.5106,85-89
7297,0.4404,85-89
7298,0.7269,85-89
7299,0.0,85-89
7300,0.7701,85-89
7301,0.25,85-89
7302,0.5574,85-89
7303,0.0,85-89
7304,0.6597,85-89
7305,0.9154,85-89
7306,0.941,85-89
7307,0.4939,85-89
7308,0.5267,85-89
7309,0.0,85-89
7310,0.4201,85-89
7311,0.7906,85-89
7312,0.0,85-89
7313,0.8271,85-89
7314,0.5267,85-89
7315,0.908,85-89
7316,0.0,85-89
7317,-0.4588,85-89
7318,-0.3182,85-89
7319,0.0,85-89
7320,0.0,85-89
7321,0.4588,85-89
7322,0.4939,85-89
7323,0.6249,85-89
7324,0.4939,85-89
7325,0.8213,85-89
7326,0.9136,85-89
7327,0.8402,85-89
7328,0.7579,85-89
7329,0.4854,85-89
7330,0.4588,85-89
7331,0.6124,85-89
7332,0.4588,85-89
7333,0.0,85-89
7334,0.2023,85-89
7335,0.4939,85-89
7336,0.3804,85-89
7337,0.7096,85-89
7338,0.2225,85-89
7339,0.34,85-89
7340,0.5106,85-89
7341,0.9259,85-89
7342,0.2732,85-89
7343,0.9456,85-89
7344,0.8779,85-89
7345,0.3182,85-89
7346,-0.3612,85-89
7347,0.6908,85-89
7348,0.6124,85-89
7349,0.6808,85-89
7350,0.8442,85-89
7351,0.0,85-89
7352,0.9231,85-89
7353,0.4404,85-89
7354,-0.1027,85-89
7355,0.7184,85-89
7356,0.0,85-89
7357,0.0,85-89
7358,0.4404,85-89
7359,0.8519,85-89
7360,0.8919,85-89
7361,0.6908,85-89
7362,0.1779,85-89
7363,0.4019,85-89
7364,0.6369,85-89
7365,0.875,85-89
7366,0.4588,85-89
7367,0.0258,85-89
7368,0.7579,85-89
7369,0.7003,85-89
7370,0.4215,85-89
7371,0.0,85-89
7372,0.4404,85-89
7373,0.2732,85-89
7374,-0.5719,85-89
7375,0.1779,85-89
7376,0.34,85-89
7377,0.7416,85-89
7378,0.0,85-89
7379,0.8689,85-89
7380,0.6908,85-89
7381,0.5106,85-89
7382,-0.25,85-89
7383,0.6908,85-89
7384,0.2023,85-89
7385,0.7957,85-89
7386,0.7579,85-89
7387,0.5208,85-89
7388,-0.4023,85-89
7389,0.0,85-89
7390,0.0,85-89
7391,0.4939,85-89
7392,0.8442,85-89
7393,0.0,85-89
7394,0.128,85-89
7395,0.9312,85-89
7396,0.8519,85-89
7397,0.0,85-89
7398,0.0,85-89
7399,0.765,85-89
7400,0.0,85-89
7401,0.25,85-89
7402,0.8655,85-89
7403,0.7184,85-89
7404,0.5106,85-89
7405,0.0,85-89
7406,0.6808,85-89
7407,0.5267,85-89
7408,0.1779,85-89
7409,0.7096,85-89
7410,0.7717,85-89
7411,0.2263,85-89
7412,0.0772,85-89
7413,0.2023,85-89
7414,0.8749,85-89
7415,0.5106,85-89
7416,0.5023,85-89
7417,0.5106,85-89
7418,0.1779,85-89
7419,0.4767,85-89
7420,0.4404,85-89
7421,0.8834,85-89
7422,0.4404,85-89
7423,-0.1779,85-89
7424,0.0,85-89
7425,0.4588,85-89
7426,0.4588,85-89
7427,0.8225,85-89
7428,0.8545,85-89
7429,0.0,85-89
7430,0.3182,85-89
7431,-0.4215,85-89
7432,0.5106,85-89
7433,0.765,85-89
7434,0.7178,85-89
7435,0.3182,85-89
7436,0.0,85-89
7437,0.5574,85-89
7438,0.8288,85-89
7439,0.34,85-89
7440,0.6369,85-89
7441,0.4215,85-89
7442,0.7096,85-89
7443,0.0,85-89
7444,0.6597,85-89
7445,0.6369,85-89
7446,0.0,85-89
7447,0.5859,85-89
7448,-0.1531,85-89
7449,0.765,85-89
7450,0.4767,85-89
7451,0.765,85-89
7452,0.0,85-89
7453,0.8555,85-89
7454,0.3818,85-89
7455,0.802,85-89
7456,0.1531,85-89
7457,-0.3906,85-89
7458,0.6908,85-89
7459,0.1655,85-89
7460,0.0,85-89
7461,0.3832,85-89
7462,0.0,85-89
7463,-0.321,85-89
7464,0.6808,85-89
7465,0.5574,85-89
7466,0.5859,85-89
7467,0.9042,85-89
7468,0.9451,85-89
7469,0.8126,85-89
7470,0.7269,85-89
7471,0.6808,85-89
7472,0.8158,85-89
7473,0.5106,85-89
7474,0.1531,85-89
7475,0.7579,85-89
7476,0.2235,85-89
7477,0.0,85-89
7478,0.3182,85-89
7479,0.5994,85-89
7480,0.7351,85-89
7481,0.3612,85-89
7482,0.705,85-89
7483,0.7096,85-89
7484,0.7425,85-89
7485,-0.6124,85-89
7486,0.0,85-89
7487,0.5423,85-89
7488,0.8146,85-89
7489,0.8126,85-89
7490,-0.1531,85-89
7491,0.8402,85-89
7492,0.5927,85-89
7493,0.3612,85-89
7494,0.4019,85-89
7495,0.6486,85-89
7496,0.802,85-89
7497,0.0,85-89
7498,0.7269,85-89
7499,0.7906,85-89
7500,0.1531,85-89
7501,0.4767,85-89
7502,0.4404,85-89
7503,0.4767,85-89
7504,0.8658,85-89
7505,0.0,85-89
7506,0.6597,85-89
7507,0.9042,85-89
7508,0.5574,85-89
7509,-0.0772,85-89
7510,0.2263,85-89
7511,0.0,85-89
7512,0.4927,85-89
7513,0.7351,85-89
7514,0.6124,85-89
7515,0.8225,85-89
7516,0.4767,85-89
7517,0.1513,85-89
7518,0.7092,85-89
7519,0.4588,85-89
7520,0.8319,85-89
7521,0.4404,85-89
7522,-0.4215,85-89
7523,0.3182,85-89
7524,0.7351,85-89
7525,0.6808,85-89
7526,0.5423,85-89
7527,0.3612,85-89
7528,0.0,85-89
7529,0.0,85-89
7530,0.6486,85-89
7531,0.5095,85-89
7532,0.6249,85-89
7533,0.5789,85-89
7534,0.7845,85-89
7535,0.9201,85-89
7536,-0.5719,85-89
7537,0.5927,85-89
7538,0.0,85-89
7539,0.8218,85-89
7540,0.8807,85-89
7541,0.2263,85-89
7542,0.2144,85-89
7543,0.8625,85-89
7544,0.7269,85-89
7545,0.7206,85-89
7546,0.0,85-89
7547,0.0,85-89
7548,0.0,85-89
7549,0.4404,85-89
7550,0.6114,85-89
7551,0.0,85-89
7552,0.0,85-89
7553,0.0,85-89
7554,-0.34,85-89
7555,0.6871,85-89
7556,0.25,85-89
7557,0.4939,85-89
7558,0.6486,85-89
7559,0.7351,85-89
7560,0.8158,85-89
7561,-0.1502,85-89
7562,0.3182,85-89
7563,0.1027,85-89
7564,0.5106,85-89
7565,0.0,85-89
7566,0.8591,85-89
7567,0.4939,85-89
7568,0.0,85-89
7569,0.3869,85-89
7570,0.4215,85-89
7571,0.0,85-89
7572,0.9274,85-89
7573,0.29600000000000004,85-89
7574,-0.25,85-89
7575,0.5267,85-89
7576,0.4215,85-89
7577,-0.5574,85-89
7578,0.34,85-89
7579,0.0258,85-89
7580,0.0,85-89
7581,0.8006,85-89
7582,0.5994,85-89
7583,0.5789,85-89
7584,0.5927,85-89
7585,0.3182,85-89
7586,0.7264,85-89
7587,0.7096,85-89
7588,0.2023,85-89
7589,0.7264,85-89
7590,0.9367,85-89
7591,0.0,85-89
7592,0.4588,85-89
7593,0.0,85-89
7594,0.34,85-89
7595,0.3182,85-89
7596,0.9337,85-89
7597,0.7845,85-89
7598,0.7003,85-89
7599,-0.2278,85-89
7600,0.0,85-89
7601,0.6908,85-89
7602,0.5859,85-89
7603,0.0,85-89
7604,0.5106,85-89
7605,0.0,85-89
7606,0.5346,85-89
7607,0.765,85-89
7608,0.7843,85-89
7609,0.2732,85-89
7610,0.6908,85-89
7611,0.8689,85-89
7612,0.0,85-89
7613,0.0,85-89
7614,-0.3612,85-89
7615,0.34,85-89
7616,0.6486,85-89
7617,0.8932,85-89
7618,0.0,85-89
7619,0.765,85-89
7620,0.7269,85-89
7621,0.7902,85-89
7622,-0.4215,85-89
7623,0.6757,85-89
7624,0.8519,85-89
7625,0.1779,85-89
7626,0.0,85-89
7627,0.0,85-89
7628,0.2023,85-89
7629,0.5267,85-89
7630,0.4404,85-89
7631,0.3346,85-89
7632,0.0,85-89
7633,0.6041,85-89
7634,0.0,85-89
7635,0.0258,85-89
7636,0.6249,85-89
7637,0.3919,85-89
7638,0.7184,85-89
7639,0.7783,85-89
7640,0.0,85-89
7641,0.3818,85-89
7642,0.8779,85-89
7643,0.0,85-89
7644,0.0,85-89
7645,0.7845,85-89
7646,0.2263,85-89
7647,0.9237,85-89
7648,0.5267,85-89
7649,-0.1655,85-89
7650,0.5574,85-89
7651,-0.1027,85-89
7652,0.8591,85-89
7653,0.6124,85-89
7654,-0.7783,85-89
7655,0.8873,85-89
7656,0.7184,85-89
7657,0.0,85-89
7658,0.5106,85-89
7659,0.0,85-89
7660,0.0,85-89
7661,0.0,85-89
7662,0.7579,85-89
7663,0.4404,85-89
7664,0.0,85-89
7665,0.25,85-89
7666,0.8625,85-89
7667,0.8074,85-89
7668,0.4201,85-89
7669,0.4404,85-89
7670,0.7717,85-89
7671,0.2023,85-89
7672,0.8641,85-89
7673,0.0,85-89
7674,0.0,85-89
7675,0.3956,85-89
7676,0.3008,85-89
7677,0.2516,85-89
7678,-0.1779,85-89
7679,0.9062,85-89
7680,0.0,85-89
7681,0.5859,85-89
7682,0.6115,85-89
7683,0.0,85-89
7684,0.4939,85-89
7685,0.0,85-89
7686,0.0,85-89
7687,0.8622,85-89
7688,-0.4215,85-89
7689,-0.6597,85-89
7690,0.7003,85-89
7691,-0.34,85-89
7692,0.6486,85-89
7693,0.8442,85-89
7694,-0.6808,85-89
7695,0.2732,85-89
7696,0.6369,85-89
7697,0.7717,85-89
7698,0.6369,85-89
7699,0.6124,85-89
7700,0.3818,85-89
7701,0.0516,85-89
7702,0.0258,85-89
7703,0.8591,85-89
7704,0.3612,85-89
7705,0.2263,85-89
7706,0.4398,85-89
7707,0.5106,85-89
7708,0.3919,85-89
7709,0.8686,85-89
7710,-0.2263,85-89
7711,0.2023,85-89
7712,0.4404,85-89
7713,0.5574,85-89
7714,0.9169,85-89
7715,0.5574,85-89
7716,0.9186,85-89
7717,0.5719,85-89
7718,-0.29600000000000004,85-89
7719,0.5574,85-89
7720,0.7184,85-89
7721,0.2023,85-89
7722,0.0,85-89
7723,0.6705,85-89
7724,0.0,85-89
7725,0.8591,85-89
7726,0.4019,85-89
7727,-0.2238,85-89
7728,0.6705,85-89
7729,0.7264,85-89
7730,0.0,85-89
7731,0.9153,85-89
7732,0.7115,85-89
7733,0.0,85-89
7734,0.8078,85-89
7735,0.7269,85-89
7736,0.0,85-89
7737,0.0,85-89
7738,0.0,85-89
7739,0.4019,85-89
7740,0.4215,85-89
7741,0.0,85-89
7742,0.0,85-89
7743,0.1779,85-89
7744,-0.0541,85-89
7745,0.6486,85-89
7746,0.6666,85-89
7747,-0.5859,85-89
7748,0.0,85-89
7749,0.0,85-89
7750,0.4404,85-89
7751,0.0,85-89
7752,0.7096,85-89
7753,0.6705,85-89
7754,0.0,85-89
7755,0.6124,85-89
7756,0.9274,85-89
7757,0.7964,85-89
7758,0.0,85-89
7759,0.0,85-89
7760,0.9169,85-89
7761,0.8402,85-89
7762,0.0,85-89
7763,0.7512,85-89
7764,0.3818,85-89
7765,0.4588,85-89
7766,0.25,85-89
7767,0.5106,85-89
7768,0.8573,85-89
7769,0.6369,85-89
7770,0.0,85-89
7771,0.7845,85-89
7772,0.7964,85-89
7773,0.5603,85-89
7774,0.0,85-89
7775,0.7184,85-89
7776,0.743,85-89
7777,0.5824,85-89
7778,0.7783,85-89
7779,0.6858,85-89
7780,0.7003,85-89
7781,0.5859,85-89
7782,-0.4404,85-89
7783,0.5574,85-89
7784,0.6249,85-89
7785,0.9118,85-89
7786,0.0,85-89
7787,0.7488,85-89
7788,0.8591,85-89
7789,-0.2263,85-89
7790,0.8422,85-89
7791,0.4019,85-89
7792,0.2609,85-89
7793,0.0,85-89
7794,0.3071,85-89
7795,-0.1531,85-89
7796,0.7227,85-89
7797,0.8957,85-89
7798,0.4588,85-89
7799,0.8074,85-89
7800,0.0,85-89
7801,0.929,85-89
7802,0.0516,85-89
7803,0.5267,85-89
7804,-0.2263,85-89
7805,0.4404,85-89
7806,0.4588,85-89
7807,0.0,85-89
7808,-0.29600000000000004,85-89
7809,0.4939,85-89
7810,0.0,85-89
7811,0.0,85-89
7812,0.3182,85-89
7813,0.0,85-89
7814,0.5106,85-89
7815,0.6087,85-89
7816,0.7178,85-89
7817,-0.6597,85-89
7818,-0.6486,85-89
7819,0.101,85-89
7820,0.1027,85-89
7821,0.9042,85-89
7822,0.0,85-89
7823,0.7845,85-89
7824,0.1779,85-89
7825,0.2023,85-89
7826,0.5106,85-89
7827,0.8126,85-89
7828,0.4404,85-89
7829,0.8349,85-89
7830,0.0,85-89
7831,-0.4215,85-89
7832,0.5106,85-89
7833,0.4404,85-89
7834,0.7906,85-89
7835,0.4404,85-89
7836,0.3182,85-89
7837,0.4404,85-89
7838,0.1406,85-89
7839,0.9378,85-89
7840,0.0,85-89
7841,0.5574,85-89
7842,0.7902,85-89
7843,0.8067,85-89
7844,0.0,85-89
7845,-0.4215,85-89
7846,0.0,85-89
7847,0.6597,85-89
7848,0.6478,85-89
7849,0.8932,85-89
7850,0.8658,85-89
7851,0.4019,85-89
7852,-0.4033,85-89
7853,0.7003,85-89
7854,0.5719,85-89
7855,0.4404,85-89
7856,0.0,85-89
7857,0.2944,85-89
7858,0.0,85-89
7859,0.25,85-89
7860,0.7579,85-89
7861,0.2732,85-89
7862,-0.5016,85-89
7863,0.2075,85-89
7864,0.6808,85-89
7865,0.0,85-89
7866,0.0,85-89
7867,0.7140000000000001,85-89
7868,0.0,85-89
7869,0.8519,85-89
7870,0.0,85-89
7871,0.6369,85-89
7872,0.8074,85-89
7873,0.0258,85-89
7874,0.0,85-89
7875,0.6908,85-89
7876,0.8625,85-89
7877,0.4588,85-89
7878,0.5106,85-89
7879,0.2732,85-89
7880,0.3182,85-89
7881,0.0,85-89
7882,0.6597,85-89
7883,0.34,85-89
7884,0.3818,85-89
7885,-0.1531,85-89
7886,0.5106,85-89
7887,0.3818,85-89
7888,0.0,85-89
7889,0.0,85-89
7890,0.7845,85-89
7891,0.0,85-89
7892,0.8074,85-89
7893,0.7906,85-89
7894,0.2666,85-89
7895,0.0,85-89
7896,0.93,85-89
7897,0.7632,85-89
7898,0.6697,85-89
7899,-0.0516,85-89
7900,0.0,85-89
7901,-0.1779,85-89
7902,0.4404,85-89
7903,-0.1708,85-89
7904,0.0,85-89
7905,0.0,85-89
7906,0.4404,85-89
7907,0.3291,85-89
7908,0.5574,85-89
7909,0.4767,85-89
7910,0.8658,85-89
7911,0.5256,85-89
7912,0.7037,85-89
7913,0.0,85-89
7914,0.8807,85-89
7915,0.4019,85-89
7916,0.5709,85-89
7917,0.6326,85-89
7918,0.1531,85-89
7919,0.7968,85-89
7920,0.4404,85-89
7921,0.4767,85-89
7922,0.4767,85-89
7923,0.5719,85-89
7924,0.5574,85-89
7925,0.0,85-89
7926,0.7351,85-89
7927,0.7003,85-89
7928,0.5499,85-89
7929,0.743,85-89
7930,0.5106,85-89
7931,0.5574,85-89
7932,-0.5267,85-89
7933,0.8294,85-89
7934,0.7992,85-89
7935,0.6514,85-89
7936,0.1531,85-89
7937,0.8176,85-89
7938,0.5423,85-89
7939,0.2382,85-89
7940,0.9022,85-89
7941,0.0,85-89
7942,0.0,85-89
7943,0.0,85-89
7944,0.0258,85-89
7945,0.0,85-89
7946,0.4215,85-89
7947,0.8014,85-89
7948,0.5106,85-89
7949,0.0,85-89
7950,0.0,85-89
7951,0.4404,85-89
7952,0.0,85-89
7953,0.7397,85-89
7954,0.8176,85-89
7955,0.6908,85-89
7956,0.738,85-89
7957,0.7003,85-89
7958,0.5859,85-89
7959,0.4404,85-89
7960,0.0,85-89
7961,0.8591,85-89
7962,0.6486,85-89
7963,0.4404,85-89
7964,0.7269,85-89
7965,0.4767,85-89
7966,0.5023,85-89
7967,0.4767,85-89
7968,0.4404,85-89
7969,0.1531,85-89
7970,0.8458,85-89
7971,0.7579,85-89
7972,0.4588,85-89
7973,0.4767,85-89
7974,0.4404,85-89
7975,0.4019,85-89
7976,0.0,85-89
7977,0.9349,85-89
7978,0.5574,85-89
7979,0.0,85-89
7980,0.7964,85-89
7981,0.7845,85-89
7982,0.6249,85-89
7983,0.3708,85-89
7984,0.0,85-89
7985,0.0,85-89
7986,0.1027,85-89
7987,-0.1779,85-89
7988,0.0,85-89
7989,0.4939,85-89
7990,0.8074,85-89
7991,0.3182,85-89
7992,0.4228,85-89
7993,0.2382,85-89
7994,0.0,85-89
7995,-0.17,85-89
7996,0.0,85-89
7997,0.0,85-89
7998,0.8151,85-89
7999,0.5994,85-89
8000,0.8588,85-89
8001,0.0,85-89
8002,0.7553,85-89
8003,0.0018,85-89
8004,0.0258,85-89
8005,-0.1073,85-89
8006,0.25,85-89
8007,0.4588,85-89
8008,0.9371,85-89
8009,0.25,85-89
8010,0.2732,85-89
8011,0.7003,85-89
8012,0.3182,85-89
8013,0.195,85-89
8014,0.912,85-89
8015,-0.1531,85-89
8016,0.4767,85-89
8017,0.128,85-89
8018,0.6705,85-89
8019,0.0,85-89
8020,0.4767,85-89
8021,0.0,85-89
8022,0.7543,85-89
8023,0.7096,85-89
8024,0.7906,85-89
8025,0.0,85-89
8026,0.0,85-89
8027,0.3182,85-89
8028,0.8316,85-89
8029,0.4703,85-89
8030,0.6597,85-89
8031,0.0,85-89
8032,0.4767,85-89
8033,0.7579,85-89
8034,0.5859,85-89
8035,0.8452,85-89
8036,0.836,85-89
8037,0.4404,85-89
8038,0.0,85-89
8039,0.4749,85-89
8040,-0.3612,85-89
8041,0.2263,85-89
8042,0.4588,85-89
8043,0.29600000000000004,85-89
8044,0.7391,85-89
8045,0.1531,85-89
8046,-0.6705,85-89
8047,0.7351,85-89
8048,0.8625,85-89
8049,0.2075,85-89
8050,0.7506,85-89
8051,0.0,85-89
8052,0.0,85-89
8053,0.7845,85-89
8054,0.7783,85-89
8055,0.29600000000000004,85-89
8056,0.2263,85-89
8057,0.34,85-89
8058,0.2732,85-89
8059,0.3182,85-89
8060,0.7906,85-89
8061,0.8074,85-89
8062,0.0,85-89
8063,0.0516,85-89
8064,0.7783,85-89
8065,0.9493,85-89
8066,0.1027,85-89
8067,0.9081,85-89
8068,0.7351,85-89
8069,0.2732,85-89
8070,0.4404,85-89
8071,0.0,85-89
8072,0.5095,85-89
8073,-0.128,85-89
8074,0.4497,85-89
8075,0.0,85-89
8076,-0.4973,85-89
8077,0.2023,85-89
8078,-0.5719,85-89
8079,0.8442,85-89
8080,-0.7236,85-89
8081,-0.4404,85-89
8082,0.7269,85-89
8083,0.8357,85-89
8084,0.8479,85-89
8085,0.4404,85-89
8086,0.5859,85-89
8087,0.2382,85-89
8088,0.5267,85-89
8089,0.0,85-89
8090,0.4588,85-89
8091,0.8442,85-89
8092,0.3182,85-89
8093,0.5228,85-89
8094,0.3612,85-89
8095,0.8553,85-89
8096,0.0,85-89
8097,0.34,85-89
8098,0.7506,85-89
8099,-0.4973,85-89
8100,0.1531,85-89
8101,0.5106,85-89
8102,0.0,85-89
8103,0.7717,85-89
8104,0.29600000000000004,85-89
8105,0.0,85-89
8106,0.5106,85-89
8107,0.2023,85-89
8108,0.7964,85-89
8109,0.0,85-89
8110,0.1655,85-89
8111,0.7876,85-89
8112,0.0,85-89
8113,0.3182,85-89
8114,0.8807,85-89
8115,0.7783,85-89
8116,0.2944,85-89
8117,0.5267,85-89
8118,0.0,85-89
8119,0.6486,85-89
8120,-0.1531,85-89
8121,0.2732,85-89
8122,0.0129,85-89
8123,0.6808,85-89
8124,0.0,85-89
8125,0.4588,85-89
8126,0.875,85-89
8127,0.4404,85-89
8128,0.5719,85-89
8129,-0.1027,85-89
8130,0.5859,85-89
8131,0.0258,85-89
8132,0.34,85-89
8133,-0.25,85-89
8134,0.765,85-89
8135,0.7906,85-89
8136,0.34,85-89
8137,0.7351,85-89
8138,0.8402,85-89
8139,0.4588,85-89
8140,0.5106,85-89
8141,0.9643,85-89
8142,0.88,85-89
8143,-0.128,85-89
8144,0.6705,85-89
8145,0.631,85-89
8146,0.6808,85-89
8147,0.765,85-89
8148,-0.4215,85-89
8149,0.6369,85-89
8150,0.4588,85-89
8151,0.8608,85-89
8152,0.7506,85-89
8153,0.7165,85-89
8154,0.4215,85-89
8155,0.7096,85-89
8156,0.0,85-89
8157,0.4939,85-89
8158,0.836,85-89
8159,-0.3612,85-89
8160,0.9081,85-89
8161,0.7003,85-89
8162,0.3612,85-89
8163,0.9062,85-89
8164,0.5994,85-89
8165,0.5574,85-89
8166,0.8658,85-89
8167,0.0,85-89
8168,0.4404,85-89
8169,0.7269,85-89
8170,0.4939,85-89
8171,0.34,85-89
8172,0.8834,85-89
8173,0.0,85-89
8174,0.0,85-89
8175,0.7506,85-89
8176,0.3818,85-89
8177,0.8779,85-89
8178,0.4767,85-89
8179,0.0,85-89
8180,0.9224,85-89
8181,0.5574,85-89
8182,0.8658,85-89
8183,0.8126,85-89
8184,0.836,85-89
8185,0.0258,85-89
8186,0.2023,85-89
8187,0.7178,85-89
8188,0.5423,85-89
8189,-0.4497,85-89
8190,0.5574,85-89
8191,0.5106,85-89
8192,0.5351,85-89
8193,0.2263,85-89
8194,0.6705,85-89
8195,0.5106,85-89
8196,0.7422,85-89
8197,0.2144,85-89
8198,0.5106,85-89
8199,0.7351,85-89
8200,-0.128,85-89
8201,0.6486,85-89
8202,0.7615,85-89
8203,0.0258,85-89
8204,0.6245,85-89
8205,0.0,85-89
8206,0.3818,85-89
8207,0.5994,85-89
8208,0.2023,85-89
8209,0.0,85-89
8210,0.7717,85-89
8211,0.6705,85-89
8212,0.6369,85-89
8213,-0.3182,85-89
8214,0.5859,85-89
8215,0.0,85-89
8216,0.5204,85-89
8217,0.7717,85-89
8218,0.0,85-89
8219,0.8779,85-89
8220,0.0,85-89
8221,0.0,85-89
8222,0.7184,85-89
8223,0.2732,85-89
8224,0.2724,85-89
8225,0.9764,85-89
8226,0.7269,85-89
8227,0.0,85-89
8228,0.9011,85-89
8229,0.7845,85-89
8230,0.8481,85-89
8231,-0.1779,85-89
8232,0.8074,85-89
8233,-0.2431,85-89
8234,0.962,85-89
8235,0.6808,85-89
8236,0.0,85-89
8237,0.7096,85-89
8238,0.4404,85-89
8239,0.0,85-89
8240,0.0,85-89
8241,0.3612,85-89
8242,0.4019,85-89
8243,0.0,85-89
8244,0.7351,85-89
8245,0.8176,85-89
8246,0.5574,85-89
8247,0.6597,85-89
8248,0.9001,85-89
8249,0.0,85-89
8250,0.0,85-89
8251,0.7845,85-89
8252,0.0,85-89
8253,0.8034,85-89
8254,0.5423,85-89
8255,0.6808,85-89
8256,0.0,85-89
8257,0.3638,85-89
8258,0.7351,85-89
8259,0.3071,85-89
8260,0.0,85-89
8261,0.7783,85-89
8262,0.1513,85-89
8263,0.866,85-89
8264,0.0516,85-89
8265,0.0,85-89
8266,0.4215,85-89
8267,0.9169,85-89
8268,0.0202,85-89
8269,0.7184,85-89
8270,0.5267,85-89
8271,0.4404,85-89
8272,0.9109,85-89
8273,0.8413,85-89
8274,0.5106,85-89
8275,0.3818,85-89
8276,0.1027,85-89
8277,0.7184,85-89
8278,0.7096,85-89
8279,0.1531,85-89
8280,0.0,85-89
8281,0.0,85-89
8282,0.5647,85-89
8283,0.0,85-89
8284,0.0,85-89
8285,0.4019,85-89
8286,0.765,85-89
8287,0.0772,85-89
8288,0.5927,85-89
8289,0.6369,85-89
8290,0.7003,85-89
8291,0.969,85-89
8292,0.7717,85-89
8293,0.7964,85-89
8294,0.5423,85-89
8295,0.7861,85-89
8296,0.2732,85-89
8297,0.5106,85-89
8298,0.6395,85-89
8299,0.5719,85-89
8300,0.0,85-89
8301,0.0387,85-89
8302,0.0,85-89
8303,0.4756,85-89
8304,-0.128,85-89
8305,0.8625,85-89
8306,0.0,85-89
8307,0.0,85-89
8308,0.8807,85-89
8309,0.7501,85-89
8310,0.762,85-89
8311,0.8909999999999999,85-89
8312,0.596,85-89
8313,0.0258,85-89
8314,0.0,85-89
8315,0.8349,85-89
8316,0.851,85-89
8317,0.4404,85-89
8318,0.3818,85-89
8319,0.8338,85-89
8320,-0.1779,85-89
8321,0.9062,85-89
8322,0.0,85-89
8323,0.5423,85-89
8324,0.4939,85-89
8325,-0.29600000000000004,85-89
8326,0.0516,85-89
8327,0.4019,85-89
8328,0.6597,85-89
8329,0.1027,85-89
8330,0.8047,85-89
8331,0.743,85-89
8332,0.0,85-89
8333,0.6908,85-89
8334,0.0,85-89
8335,0.7346,85-89
8336,0.8126,85-89
8337,0.7269,85-89
8338,0.4404,85-89
8339,-0.29600000000000004,85-89
8340,0.5994,85-89
8341,0.6970000000000001,85-89
8342,0.6486,85-89
8343,0.765,85-89
8344,0.8442,85-89
8345,0.872,85-89
8346,0.0,85-89
8347,0.765,85-89
8348,0.5574,85-89
8349,0.0,85-89
8350,0.5256,85-89
8351,-0.0516,85-89
8352,0.8674,85-89
8353,0.7992,85-89
8354,-0.29600000000000004,85-89
8355,0.0,85-89
8356,0.0772,85-89
8357,0.3182,85-89
8358,0.0,85-89
8359,0.5719,85-89
8360,0.0,85-89
8361,0.8225,85-89
8362,0.0772,85-89
8363,0.7096,85-89
8364,0.6865,85-89
8365,-0.2263,85-89
8366,0.5574,85-89
8367,0.5859,85-89
8368,0.9109,85-89
8369,0.7543,85-89
8370,0.7227,85-89
8371,0.5256,85-89
8372,0.7717,85-89
8373,0.0772,85-89
8374,0.4404,85-89
8375,0.7579,85-89
8376,0.1779,85-89
8377,0.0,85-89
8378,0.0,85-89
8379,-0.4404,85-89
8380,-0.0258,85-89
8381,0.0612,85-89
8382,0.0,85-89
8383,0.5574,85-89
8384,0.0,85-89
8385,0.6744,85-89
8386,0.3182,85-89
8387,0.765,85-89
8388,0.0,85-89
8389,0.4588,85-89
8390,0.0129,85-89
8391,0.6597,85-89
8392,-0.29600000000000004,85-89
8393,0.4215,85-89
